date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:29:49	234/234	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2006:29:47%20GMT	http://lms.kyonggi.ac.kr/local/ubonline/intro.php	/home/nse_project/lms.kyonggi.ac.kr/local/ubonline/intro.2a.delayed	(from https://lms.kyonggi.ac.kr/login.php)
01:29:50	38442/38442	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202023%2006:29:23%20GMT	https://lms.kyonggi.ac.kr/local/ubonline/intro.php	/home/nse_project/lms.kyonggi.ac.kr/local/ubonline/intro.html	(from https://lms.kyonggi.ac.kr/login.php)
01:29:53	38937/38937	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Nov%202023%2006:29:26%20GMT	https://lms.kyonggi.ac.kr/local/ubion/manual/	/home/nse_project/lms.kyonggi.ac.kr/local/ubion/manual/index.html	(from https://lms.kyonggi.ac.kr/login.php)
01:29:53	17621/17621	---M-Z	200	added ('OK')	application/javascript	etag:%228fb57f587a5c1860522bb030e48555cffb8fd94e%22	https://lms.kyonggi.ac.kr/lib/javascript.php/1693408461/lib/requirejs/require.min.js	/home/nse_project/lms.kyonggi.ac.kr/lib/javascript.php/1693408461/lib/requirejs/javascript.php	(from https://lms.kyonggi.ac.kr/login.php)
01:29:54	16916/16916	---M--	200	added ('OK')	application/x-shockwave-flash	etag:%224214-56ef5b977e0c9%22	https://lms.kyonggi.ac.kr/media/player/videojs/videojs/video-js.swf	/home/nse_project/lms.kyonggi.ac.kr/media/player/videojs/videojs/video-js.swf	(from https://lms.kyonggi.ac.kr/login.php)
01:29:55	1309/1309	---M-Z	200	added ('OK')	application/javascript	etag:%222277356022416ce9e742f824d4d560b23587a8d6%22	https://lms.kyonggi.ac.kr/theme/javascript.php/coursemosv2/1693408461/footer	/home/nse_project/lms.kyonggi.ac.kr/theme/javascript.php/coursemosv2/1693408461/javascript-2.php	(from https://lms.kyonggi.ac.kr/login.php)
01:29:56	176/176	---M--	200	added ('OK')	image/png	etag:%22ab96b41a93a2c084c30e929565959c3223af403e%22	https://lms.kyonggi.ac.kr/theme/yui_image.php?file=3.17.2/sprite_icons.png	/home/nse_project/lms.kyonggi.ac.kr/theme/sprite_icons488d.png	(from https://lms.kyonggi.ac.kr/theme/yui_combo.php?rollup/3.17.2/yui-moodlesimple-min.css)
01:29:57	148/148	---M--	200	added ('OK')	image/png	etag:%2220aa7033582773f95019ee8209fae9f9e6fb8991%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/qtype_ddmarker/1693408461/grid	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/qtype_ddmarker/1693408461/grid.png	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:29:58	1720/1720	---M--	200	added ('OK')	image/gif	etag:%22f217630869b5a253ff99356f80b47d4fa7399919%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/core/1693408461/i/loading_small	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/core/1693408461/i/loading_small.gif	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:29:59	25/25	---M--	404	error ('not%20found')	text/html	date:Tue,%2014%20Nov%202023%2006:29:32%20GMT	https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/x.png	/home/nse_project/lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/x.png	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
